v1,v2,v3,v4,v5,t1,t2,radiation rate
0.28282828282828243,0.4044117647058827,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.30147058823529393,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.3308823529411766,0.4779411764705883,0.4,0.3564814814814814,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.2424242424242422,0.4044117647058827,0.34558823529411753,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.04040404040404022,0.25735294117647123,0.30147058823529393,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.30147058823529393,0.4,0.3564814814814814,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.375,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.375,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.34558823529411753,0.4,0.3287037037037033,0.0,0.0,1.0
0.04040404040404022,0.37500000000000044,0.22794117647058787,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.375,0.4,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.18382352941176516,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.04040404040404022,0.37500000000000044,0.22794117647058787,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.10101010101010122,0.37500000000000044,0.34558823529411753,0.4444444444444443,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.4044117647058827,0.4779411764705883,0.4444444444444443,0.375,0.0,0.0,1.0
0.04040404040404022,0.3308823529411766,0.30147058823529393,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.202020202020202,0.37500000000000044,0.30147058823529393,0.4,0.3564814814814814,0.0,0.0,1.0
0.04040404040404022,0.25735294117647123,0.30147058823529393,0.4,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.22794117647058876,0.4779411764705883,0.4444444444444443,0.375,0.0,0.0,1.0
0.2424242424242422,0.22794117647058876,0.34558823529411753,0.4444444444444443,0.3564814814814814,0.0,0.0,1.0
0.14141414141414144,0.37500000000000044,0.34558823529411753,0.4,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.3308823529411766,0.4779411764705883,0.4,0.375,0.0,0.0,1.0
0.28282828282828243,0.22794117647058876,0.30147058823529393,0.4,0.3564814814814814,0.0,0.0,1.0
0.10101010101010122,0.37500000000000044,0.30147058823529393,0.32592592592592606,0.3101851851851847,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.34558823529411753,0.4,0.2916666666666661,0.0,0.0,1.0
0.10101010101010122,0.37500000000000044,0.375,0.37037037037037035,0.3287037037037033,0.0,0.0,1.0
0.28282828282828243,0.4044117647058827,0.34558823529411753,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.10101010101010122,0.22794117647058876,0.34558823529411753,0.4444444444444443,0.2916666666666661,0.0,0.0,1.0
0.28282828282828243,0.25735294117647123,0.34558823529411753,0.4,0.3564814814814814,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.44852941176470584,0.32592592592592606,0.375,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.30147058823529393,0.4,0.2916666666666661,0.0,0.0,1.0
0.2424242424242422,0.37500000000000044,0.44852941176470584,0.474074074074074,0.375,0.0,0.0,1.0
0.04040404040404022,0.3308823529411766,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.10101010101010122,0.22794117647058876,0.34558823529411753,0.474074074074074,0.2916666666666661,0.0,0.0,1.0
0.202020202020202,0.3308823529411766,0.30147058823529393,0.4,0.3287037037037033,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.22794117647058787,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.375,0.4,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.18382352941176516,0.4779411764705883,0.4444444444444443,0.375,0.0,0.0,1.0
0.04040404040404022,0.3308823529411766,0.30147058823529393,0.4,0.3564814814814814,0.0,0.0,1.0
0.2424242424242422,0.25735294117647123,0.375,0.37037037037037035,0.375,0.0,0.0,1.0
0.10101010101010122,0.4044117647058827,0.34558823529411753,0.4444444444444443,0.3287037037037033,0.0,0.0,1.0
0.04040404040404022,0.37500000000000044,0.30147058823529393,0.32592592592592606,0.375,0.0,0.0,1.0
0.28282828282828243,0.22794117647058876,0.375,0.474074074074074,0.375,0.0,0.0,1.0
0.0,0.22794117647058876,0.375,0.4,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.30147058823529393,0.32592592592592606,0.3564814814814814,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.375,0.4,0.375,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.30147058823529393,0.4444444444444443,0.2916666666666661,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.4779411764705883,0.4444444444444443,0.375,0.0,0.0,1.0
0.2424242424242422,0.25735294117647123,0.34558823529411753,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.28282828282828243,0.18382352941176516,0.375,0.4444444444444443,0.2916666666666661,0.0,0.0,1.0
0.2424242424242422,0.22794117647058876,0.375,0.4444444444444443,0.375,0.0,0.0,1.0
0.202020202020202,0.25735294117647123,0.30147058823529393,0.4444444444444443,0.3287037037037033,0.0,0.0,1.0
0.202020202020202,0.37500000000000044,0.30147058823529393,0.4,0.2916666666666661,0.0,0.0,1.0
0.14141414141414144,0.3308823529411766,0.30147058823529393,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.30147058823529393,0.4444444444444443,0.375,0.0,0.0,1.0
0.10101010101010122,0.22794117647058876,0.34558823529411753,0.4444444444444443,0.3287037037037033,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.30147058823529393,0.4,0.375,0.0,0.0,1.0
0.04040404040404022,0.18382352941176516,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.04040404040404022,0.37500000000000044,0.34558823529411753,0.474074074074074,0.2916666666666661,0.0,0.0,1.0
0.28282828282828243,0.4044117647058827,0.34558823529411753,0.37037037037037035,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.4779411764705883,0.4444444444444443,0.375,0.0,0.0,1.0
0.14141414141414144,0.4044117647058827,0.34558823529411753,0.32592592592592606,0.3564814814814814,0.0,0.0,1.0
0.28282828282828243,0.22794117647058876,0.34558823529411753,0.32592592592592606,0.2916666666666661,0.0,0.0,1.0
0.28282828282828243,0.18382352941176516,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
0.28282828282828243,0.37500000000000044,0.4779411764705883,0.32592592592592606,0.375,0.0,0.0,1.0
